0.0000000000	0.0000000000
0.0010000000	1.5450849719
0.0020000000	2.9389262615
0.0030000000	4.0450849719
0.0040000000	4.7552825815
0.0050000000	5.0000000000
0.0060000000	4.7552825815
0.0070000000	4.0450849719
0.0080000000	2.9389262615
0.0090000000	1.5450849719
0.0100000000	0.0000000000
0.0110000000	-1.5450849719
0.0120000000	-2.9389262615
0.0130000000	-4.0450849719
0.0140000000	-4.7552825815
0.0150000000	-5.0000000000
0.0160000000	-4.7552825815
0.0170000000	-4.0450849719
0.0180000000	-2.9389262615
0.0190000000	-1.5450849719
0.0200000000	-0.0000000000
0.0210000000	1.5450849719
0.0220000000	2.9389262615
0.0230000000	4.0450849719
0.0240000000	4.7552825815
0.0250000000	5.0000000000
0.0260000000	4.7552825815
0.0270000000	4.0450849719
0.0280000000	2.9389262615
0.0290000000	1.5450849719
0.0300000000	0.0000000000
0.0310000000	-1.5450849719
0.0320000000	-2.9389262615
0.0330000000	-4.0450849719
0.0340000000	-4.7552825815
0.0350000000	-5.0000000000
0.0360000000	-4.7552825815
0.0370000000	-4.0450849719
0.0380000000	-2.9389262615
0.0390000000	-1.5450849719
0.0400000000	-0.0000000000
0.0410000000	1.5450849719
0.0420000000	2.9389262615
0.0430000000	4.0450849719
0.0440000000	4.7552825815
0.0450000000	5.0000000000
0.0460000000	4.7552825815
0.0470000000	4.0450849719
0.0480000000	2.9389262615
0.0490000000	1.5450849719
0.0500000000	-0.0000000000
0.0510000000	-1.5450849719
0.0520000000	-2.9389262615
0.0530000000	-4.0450849719
0.0540000000	-4.7552825815
0.0550000000	-5.0000000000
0.0560000000	-4.7552825815
0.0570000000	-4.0450849719
0.0580000000	-2.9389262615
0.0590000000	-1.5450849719
0.0600000000	-0.0000000000
0.0610000000	1.5450849719
0.0620000000	2.9389262615
0.0630000000	4.0450849719
0.0640000000	4.7552825815
0.0650000000	5.0000000000
0.0660000000	4.7552825815
0.0670000000	4.0450849719
0.0680000000	2.9389262615
0.0690000000	1.5450849719
0.0700000000	-0.0000000000
0.0710000000	-1.5450849719
0.0720000000	-2.9389262615
0.0730000000	-4.0450849719
0.0740000000	-4.7552825815
0.0750000000	-5.0000000000
0.0760000000	-4.7552825815
0.0770000000	-4.0450849719
0.0780000000	-2.9389262615
0.0790000000	-1.5450849719
0.0800000000	-0.0000000000
0.0810000000	1.5450849719
0.0820000000	2.9389262615
0.0830000000	4.0450849719
0.0840000000	4.7552825815
0.0850000000	5.0000000000
0.0860000000	4.7552825815
0.0870000000	4.0450849719
0.0880000000	2.9389262615
0.0890000000	1.5450849719
0.0900000000	0.0000000000
0.0910000000	-1.5450849719
0.0920000000	-2.9389262615
0.0930000000	-4.0450849719
0.0940000000	-4.7552825815
0.0950000000	-5.0000000000
0.0960000000	-4.7552825815
0.0970000000	-4.0450849719
0.0980000000	-2.9389262615
0.0990000000	-1.5450849719
